timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-10T13:44:24Z,4,0,0,Inspire 3
2026-04-10T13:44:25Z,1,0,0,Inspire 3
2026-04-10T13:44:26Z,1,240,0,Inspire 3
2026-04-10T13:44:27Z,1,430,0,Inspire 3
2026-04-10T13:44:28Z,0,530,0,Inspire 3
2026-04-10T13:44:29Z,0,1280,0,Inspire 3
2026-04-10T13:44:30Z,0,0,0,Inspire 3
2026-04-10T13:44:31Z,0,0,0,Inspire 3
2026-04-10T13:44:32Z,0,0,0,Inspire 3
2026-04-10T13:44:33Z,0,0,0,Inspire 3
2026-04-10T13:44:34Z,0,0,0,Inspire 3
2026-04-10T13:44:35Z,0,0,0,Inspire 3
2026-04-10T13:44:36Z,0,0,0,Inspire 3
2026-04-10T13:44:37Z,0,0,0,Inspire 3
2026-04-10T13:44:38Z,2,0,0,Inspire 3
2026-04-10T13:44:39Z,0,0,0,Inspire 3
2026-04-10T13:44:40Z,1,0,0,Inspire 3
2026-04-10T13:44:41Z,1,0,0,Inspire 3
2026-04-10T13:44:42Z,2,0,0,Inspire 3
2026-04-10T13:44:43Z,1,240,0,Inspire 3
2026-04-10T13:44:44Z,1,430,0,Inspire 3
2026-04-10T13:44:45Z,1,590,0,Inspire 3
2026-04-10T13:44:46Z,0,660,0,Inspire 3
2026-04-10T13:44:47Z,2,830,0,Inspire 3
2026-04-10T13:44:48Z,1,720,0,Inspire 3
2026-04-10T13:44:49Z,0,610,0,Inspire 3
2026-04-10T13:44:50Z,1,560,0,Inspire 3
2026-04-10T13:44:51Z,0,520,0,Inspire 3
2026-04-10T13:44:52Z,0,240,0,Inspire 3
2026-04-10T13:44:53Z,0,240,0,Inspire 3
2026-04-10T13:44:54Z,0,0,0,Inspire 3
2026-04-10T13:44:55Z,0,0,0,Inspire 3
2026-04-10T13:44:56Z,0,0,0,Inspire 3
2026-04-10T13:44:57Z,2,0,0,Inspire 3
2026-04-10T13:44:58Z,1,0,0,Inspire 3
2026-04-10T13:44:59Z,2,0,0,Inspire 3
2026-04-10T13:45:00Z,2,0,0,Inspire 3
2026-04-10T13:45:01Z,1,0,0,Inspire 3
2026-04-10T13:45:02Z,1,0,0,Inspire 3
2026-04-10T13:45:03Z,0,0,0,Inspire 3
2026-04-10T13:45:04Z,2,0,0,Inspire 3
2026-04-10T13:45:05Z,1,0,0,Inspire 3
2026-04-10T13:45:06Z,1,240,0,Inspire 3
2026-04-10T13:45:07Z,2,490,0,Inspire 3
2026-04-10T13:45:08Z,1,680,0,Inspire 3
2026-04-10T13:45:09Z,2,900,0,Inspire 3
2026-04-10T13:45:10Z,1,1070,0,Inspire 3
2026-04-10T13:45:11Z,0,910,0,Inspire 3
2026-04-10T13:45:13Z,0,700,0,Inspire 3
2026-04-10T13:45:14Z,0,660,0,Inspire 3
2026-04-10T13:45:15Z,0,0,0,Inspire 3
2026-04-10T13:45:16Z,0,0,0,Inspire 3
2026-04-10T13:45:17Z,0,0,0,Inspire 3
2026-04-10T13:45:18Z,0,0,0,Inspire 3
2026-04-10T13:45:19Z,0,0,0,Inspire 3
2026-04-10T13:45:20Z,0,0,0,Inspire 3
2026-04-10T13:45:21Z,0,0,0,Inspire 3
2026-04-10T13:45:22Z,0,0,0,Inspire 3
2026-04-10T13:45:23Z,0,0,0,Inspire 3
2026-04-10T13:45:24Z,0,0,0,Inspire 3
2026-04-10T13:45:25Z,0,0,0,Inspire 3
2026-04-10T13:45:26Z,0,0,0,Inspire 3
2026-04-10T13:45:27Z,0,0,0,Inspire 3
2026-04-10T13:45:28Z,0,0,0,Inspire 3
2026-04-10T13:45:29Z,0,0,0,Inspire 3
2026-04-10T13:45:30Z,0,0,0,Inspire 3
2026-04-10T13:45:31Z,0,0,0,Inspire 3
2026-04-10T13:45:32Z,0,0,0,Inspire 3
2026-04-10T13:45:33Z,0,0,0,Inspire 3
2026-04-10T13:45:34Z,0,0,0,Inspire 3
2026-04-10T13:45:35Z,0,0,0,Inspire 3
2026-04-10T13:45:36Z,0,0,0,Inspire 3
2026-04-10T13:45:37Z,0,0,0,Inspire 3
2026-04-10T13:45:38Z,2,0,0,Inspire 3
2026-04-10T13:45:39Z,1,0,0,Inspire 3
2026-04-10T13:45:40Z,1,0,0,Inspire 3
2026-04-10T13:45:41Z,2,240,0,Inspire 3
2026-04-10T13:45:42Z,1,430,0,Inspire 3
2026-04-10T13:45:43Z,2,650,0,Inspire 3
2026-04-10T13:45:44Z,2,880,0,Inspire 3
2026-04-10T13:45:45Z,0,1000,0,Inspire 3
2026-04-10T13:45:46Z,0,810,0,Inspire 3
2026-04-10T13:45:47Z,1,660,0,Inspire 3
2026-04-10T13:45:48Z,2,0,0,Inspire 3
2026-04-10T13:45:49Z,1,0,0,Inspire 3
2026-04-10T13:45:50Z,0,0,0,Inspire 3
2026-04-10T13:45:51Z,1,0,0,Inspire 3
2026-04-10T13:45:52Z,1,0,0,Inspire 3
2026-04-10T13:45:53Z,1,480,0,Inspire 3
2026-04-10T13:45:54Z,1,430,0,Inspire 3
2026-04-10T13:45:55Z,1,590,0,Inspire 3
2026-04-10T13:45:56Z,2,790,0,Inspire 3
2026-04-10T13:45:57Z,2,1010,0,Inspire 3
2026-04-10T13:45:58Z,1,950,0,Inspire 3
2026-04-10T13:45:59Z,3,1030,0,Inspire 3
2026-04-10T13:46:00Z,0,1020,0,Inspire 3
2026-04-10T13:46:01Z,1,940,0,Inspire 3
2026-04-10T13:46:02Z,1,850,0,Inspire 3
2026-04-10T13:46:03Z,1,790,0,Inspire 3
2026-04-10T13:46:04Z,0,590,0,Inspire 3
2026-04-10T13:46:05Z,0,470,0,Inspire 3
2026-04-10T13:46:06Z,0,360,0,Inspire 3
2026-04-10T13:46:07Z,0,0,0,Inspire 3
2026-04-10T13:46:08Z,0,0,0,Inspire 3
2026-04-10T13:46:09Z,0,0,0,Inspire 3
2026-04-10T13:46:10Z,0,0,0,Inspire 3
2026-04-10T13:46:11Z,0,0,0,Inspire 3
2026-04-10T13:46:12Z,0,0,0,Inspire 3
2026-04-10T13:46:13Z,0,0,0,Inspire 3
2026-04-10T13:46:14Z,0,0,0,Inspire 3
2026-04-10T13:46:15Z,0,0,0,Inspire 3
2026-04-10T13:46:16Z,0,0,0,Inspire 3
2026-04-10T13:46:17Z,0,0,0,Inspire 3
2026-04-10T13:46:18Z,0,0,0,Inspire 3
2026-04-10T13:46:19Z,0,0,0,Inspire 3
2026-04-10T13:46:20Z,0,0,0,Inspire 3
2026-04-10T13:46:21Z,0,0,0,Inspire 3
2026-04-10T13:46:22Z,0,0,0,Inspire 3
2026-04-10T13:46:23Z,0,0,0,Inspire 3
2026-04-10T13:46:24Z,0,0,0,Inspire 3
2026-04-10T13:46:25Z,0,0,0,Inspire 3
2026-04-10T13:46:26Z,0,0,0,Inspire 3
2026-04-10T13:46:27Z,0,0,0,Inspire 3
2026-04-10T13:46:28Z,0,0,0,Inspire 3
2026-04-10T13:46:29Z,0,0,0,Inspire 3
2026-04-10T13:46:30Z,0,0,0,Inspire 3
2026-04-10T13:46:31Z,0,0,0,Inspire 3
2026-04-10T13:46:32Z,0,0,0,Inspire 3
2026-04-10T13:46:33Z,0,0,0,Inspire 3
2026-04-10T13:46:34Z,0,0,0,Inspire 3
2026-04-10T13:46:35Z,0,0,0,Inspire 3
2026-04-10T13:46:36Z,0,0,0,Inspire 3
2026-04-10T13:46:37Z,0,0,0,Inspire 3
2026-04-10T13:46:38Z,0,0,0,Inspire 3
2026-04-10T13:46:39Z,0,0,0,Inspire 3
2026-04-10T13:46:40Z,0,0,0,Inspire 3
2026-04-10T13:46:41Z,0,0,0,Inspire 3
2026-04-10T13:46:42Z,0,0,0,Inspire 3
2026-04-10T13:46:43Z,0,0,0,Inspire 3
2026-04-10T13:46:44Z,1,0,0,Inspire 3
2026-04-10T13:46:45Z,1,0,0,Inspire 3
2026-04-10T13:46:46Z,2,250,0,Inspire 3
2026-04-10T13:46:47Z,2,490,0,Inspire 3
2026-04-10T13:46:48Z,1,680,0,Inspire 3
2026-04-10T13:46:49Z,2,900,0,Inspire 3
2026-04-10T13:46:50Z,2,1130,0,Inspire 3
2026-04-10T13:46:51Z,1,1060,0,Inspire 3
2026-04-10T13:46:52Z,1,970,0,Inspire 3
2026-04-10T13:46:53Z,1,970,0,Inspire 3
2026-04-10T13:46:54Z,3,1050,0,Inspire 3
2026-04-10T13:46:55Z,1,1020,0,Inspire 3
2026-04-10T13:46:56Z,2,1010,0,Inspire 3
2026-04-10T13:46:57Z,2,1060,0,Inspire 3
2026-04-10T13:46:58Z,2,1160,0,Inspire 3
2026-04-10T13:46:59Z,1,1080,0,Inspire 3
2026-04-10T13:47:00Z,2,1100,0,Inspire 3
2026-04-10T13:47:01Z,0,980,0,Inspire 3
2026-04-10T13:47:02Z,1,870,0,Inspire 3
2026-04-10T13:47:03Z,3,870,0,Inspire 3
2026-04-10T13:47:04Z,1,860,0,Inspire 3
