timestamp,lap time,stroke count,stroke type,data source
2026-04-12T15:10:10Z,00:00:20.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-12T20:17:41Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-12T20:18:58Z,00:00:21.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-12T22:32:25Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-12T23:36:46Z,00:00:07.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T01:04:31Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T01:52:55Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T01:56:41Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T01:56:58Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T01:58:52Z,00:00:13.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T03:35:04Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T05:19:30Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:17:38Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:17:56Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:20:24Z,00:00:24.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:21:12Z,00:00:30.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:25:28Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:26:38Z,00:00:27.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:28:22Z,00:00:17.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:29:48Z,00:00:22.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:30:24Z,00:00:29.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:32:20Z,00:00:19.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:33:26Z,00:00:23.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:34:30Z,00:00:34.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:36:18Z,00:00:29.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T13:36:49Z,00:00:29.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:14:04Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:14:52Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:15:42Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:22:43Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:32:25Z,00:00:31.000,14,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:33:14Z,00:00:08.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:33:49Z,00:00:12.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:37:13Z,00:00:20.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T14:58:33Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:00:37Z,00:00:15.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:01:42Z,00:00:16.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:02:37Z,00:00:48.000,15,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:05:00Z,00:00:14.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:05:54Z,00:00:20.000,7,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:06:29Z,00:00:16.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T15:55:13Z,00:00:17.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T17:57:36Z,00:00:15.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T19:51:11Z,00:00:17.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-13T23:57:54Z,00:00:07.000,6,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T00:01:18Z,00:00:48.000,18,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T00:14:11Z,00:00:10.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T00:44:49Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T03:20:21Z,00:00:11.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T06:14:53Z,00:00:21.000,8,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T06:16:23Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T13:46:34Z,00:00:22.000,11,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T13:51:30Z,00:00:14.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T14:40:22Z,00:00:20.000,9,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
2026-04-14T16:45:29Z,00:00:09.000,5,SWIM_STROKE_TYPE_UNSPECIFIED,Inspire 3
