timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-14T00:12:23Z,0,0,0,Inspire 3
2026-04-14T00:12:24Z,0,0,0,Inspire 3
2026-04-14T00:12:25Z,0,0,0,Inspire 3
2026-04-14T00:12:26Z,0,0,0,Inspire 3
2026-04-14T00:12:27Z,0,0,0,Inspire 3
2026-04-14T00:12:28Z,0,0,0,Inspire 3
2026-04-14T00:12:29Z,0,0,0,Inspire 3
2026-04-14T00:12:30Z,1,0,0,Inspire 3
2026-04-14T00:12:31Z,2,0,0,Inspire 3
2026-04-14T00:12:32Z,2,0,0,Inspire 3
2026-04-14T00:12:33Z,1,0,0,Inspire 3
2026-04-14T00:12:34Z,2,250,0,Inspire 3
2026-04-14T00:12:35Z,1,430,0,Inspire 3
2026-04-14T00:12:36Z,2,640,0,Inspire 3
2026-04-14T00:12:37Z,2,890,0,Inspire 3
2026-04-14T00:12:38Z,1,1060,0,Inspire 3
2026-04-14T00:12:39Z,2,1030,0,Inspire 3
2026-04-14T00:12:40Z,2,1080,0,Inspire 3
2026-04-14T00:12:41Z,1,1040,0,Inspire 3
2026-04-14T00:12:42Z,2,1010,0,Inspire 3
2026-04-14T00:12:43Z,2,1070,0,Inspire 3
2026-04-14T00:12:44Z,1,1040,0,Inspire 3
2026-04-14T00:12:45Z,2,1010,0,Inspire 3
2026-04-14T00:12:46Z,1,1010,0,Inspire 3
2026-04-14T00:12:47Z,1,940,0,Inspire 3
2026-04-14T00:12:48Z,3,960,0,Inspire 3
2026-04-14T00:12:49Z,2,1050,0,Inspire 3
2026-04-14T00:12:50Z,2,1090,0,Inspire 3
2026-04-14T00:12:51Z,1,1100,0,Inspire 3
2026-04-14T00:12:52Z,2,1170,0,Inspire 3
2026-04-14T00:12:53Z,0,1020,0,Inspire 3
2026-04-14T00:12:54Z,1,890,0,Inspire 3
2026-04-14T00:12:55Z,2,810,0,Inspire 3
2026-04-14T00:12:56Z,2,840,0,Inspire 3
2026-04-14T00:12:57Z,1,840,0,Inspire 3
2026-04-14T00:12:58Z,1,840,0,Inspire 3
2026-04-14T00:12:59Z,0,840,0,Inspire 3
2026-04-14T00:13:00Z,2,830,0,Inspire 3
2026-04-14T00:13:01Z,2,830,0,Inspire 3
