timestamp,min observed load,max observed load,data source
2026-04-06,0.0,50.0,Fitbit App
2026-04-07,0.0,50.0,Fitbit App
2026-04-08,0.0,50.0,Fitbit App
2026-04-09,0.0,50.0,Fitbit App
2026-04-10,0.0,50.0,Fitbit App
2026-04-11,0.0,50.0,Fitbit App
2026-04-12,0.0,50.0,Fitbit App
2026-04-13,0.0,50.0,Fitbit App
2026-04-14,0.7659897714293161,16.959794124478265,Fitbit App
