timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-09T15:46:42Z,2,0,0,Inspire 3
2026-04-09T15:46:43Z,0,0,0,Inspire 3
2026-04-09T15:46:44Z,0,0,0,Inspire 3
2026-04-09T15:46:45Z,2,240,0,Inspire 3
2026-04-09T15:46:46Z,0,370,0,Inspire 3
2026-04-09T15:46:47Z,1,490,0,Inspire 3
2026-04-09T15:46:48Z,1,620,0,Inspire 3
2026-04-09T15:46:49Z,0,670,0,Inspire 3
2026-04-09T15:46:50Z,0,250,0,Inspire 3
2026-04-09T15:46:51Z,0,240,0,Inspire 3
2026-04-09T15:46:52Z,0,120,0,Inspire 3
2026-04-09T15:46:53Z,0,0,0,Inspire 3
2026-04-09T15:46:54Z,0,0,0,Inspire 3
2026-04-09T15:46:55Z,0,0,0,Inspire 3
2026-04-09T15:46:56Z,0,0,0,Inspire 3
2026-04-09T15:46:57Z,0,0,0,Inspire 3
2026-04-09T15:46:58Z,0,0,0,Inspire 3
2026-04-09T15:46:59Z,0,0,0,Inspire 3
2026-04-09T15:47:00Z,0,0,0,Inspire 3
2026-04-09T15:47:01Z,0,0,0,Inspire 3
2026-04-09T15:47:02Z,0,0,0,Inspire 3
2026-04-09T15:47:03Z,0,0,0,Inspire 3
2026-04-09T15:47:04Z,0,0,0,Inspire 3
2026-04-09T15:47:05Z,0,0,0,Inspire 3
2026-04-09T15:47:06Z,0,0,0,Inspire 3
2026-04-09T15:47:07Z,0,0,0,Inspire 3
2026-04-09T15:47:08Z,0,0,0,Inspire 3
2026-04-09T15:47:09Z,0,0,0,Inspire 3
2026-04-09T15:47:10Z,0,0,0,Inspire 3
2026-04-09T15:47:11Z,0,0,0,Inspire 3
2026-04-09T15:47:12Z,0,0,0,Inspire 3
2026-04-09T15:47:13Z,0,0,0,Inspire 3
2026-04-09T15:47:14Z,0,0,0,Inspire 3
2026-04-09T15:47:15Z,0,0,0,Inspire 3
2026-04-09T15:47:16Z,0,0,0,Inspire 3
2026-04-09T15:47:17Z,0,0,0,Inspire 3
2026-04-09T15:47:18Z,0,0,0,Inspire 3
2026-04-09T15:47:19Z,0,0,0,Inspire 3
2026-04-09T15:47:20Z,0,0,0,Inspire 3
2026-04-09T15:47:21Z,0,0,0,Inspire 3
2026-04-09T15:47:22Z,0,0,0,Inspire 3
2026-04-09T15:47:23Z,0,0,0,Inspire 3
2026-04-09T15:47:24Z,0,0,0,Inspire 3
2026-04-09T15:47:25Z,0,0,0,Inspire 3
2026-04-09T15:47:26Z,0,0,0,Inspire 3
