timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-04-13T14:36:59Z,2,0,0,Inspire 3
2026-04-13T14:37:00Z,3,0,0,Inspire 3
2026-04-13T14:37:01Z,0,0,0,Inspire 3
2026-04-13T14:37:02Z,0,0,0,Inspire 3
2026-04-13T14:37:03Z,0,0,0,Inspire 3
2026-04-13T14:37:04Z,0,0,0,Inspire 3
2026-04-13T14:37:05Z,0,0,0,Inspire 3
2026-04-13T14:37:06Z,0,0,0,Inspire 3
2026-04-13T14:37:07Z,0,0,0,Inspire 3
2026-04-13T14:37:08Z,4,0,0,Inspire 3
2026-04-13T14:37:09Z,1,0,0,Inspire 3
2026-04-13T14:37:10Z,0,0,0,Inspire 3
2026-04-13T14:37:11Z,0,0,0,Inspire 3
2026-04-13T14:37:12Z,0,0,0,Inspire 3
2026-04-13T14:37:13Z,0,0,0,Inspire 3
2026-04-13T14:37:14Z,0,0,0,Inspire 3
2026-04-13T14:37:15Z,0,0,0,Inspire 3
2026-04-13T14:37:16Z,0,0,0,Inspire 3
2026-04-13T14:37:17Z,4,0,0,Inspire 3
2026-04-13T14:37:18Z,1,0,0,Inspire 3
2026-04-13T14:37:19Z,2,0,0,Inspire 3
2026-04-13T14:37:20Z,2,0,0,Inspire 3
2026-04-13T14:37:21Z,2,0,0,Inspire 3
2026-04-13T14:37:22Z,2,0,0,Inspire 3
2026-04-13T14:37:23Z,0,0,0,Inspire 3
2026-04-13T14:37:24Z,0,0,0,Inspire 3
2026-04-13T14:37:25Z,4,0,0,Inspire 3
2026-04-13T14:37:26Z,2,0,0,Inspire 3
2026-04-13T14:37:27Z,2,0,0,Inspire 3
2026-04-13T14:37:28Z,2,0,0,Inspire 3
2026-04-13T14:37:29Z,1,0,0,Inspire 3
2026-04-13T14:37:30Z,1,0,0,Inspire 3
2026-04-13T14:37:31Z,2,0,0,Inspire 3
2026-04-13T14:37:32Z,2,0,0,Inspire 3
2026-04-13T14:37:33Z,1,0,0,Inspire 3
2026-04-13T14:37:34Z,2,0,0,Inspire 3
2026-04-13T14:37:35Z,2,0,0,Inspire 3
2026-04-13T14:37:36Z,1,0,0,Inspire 3
2026-04-13T14:37:37Z,2,0,0,Inspire 3
2026-04-13T14:37:38Z,1,0,0,Inspire 3
2026-04-13T14:37:39Z,0,0,0,Inspire 3
2026-04-13T14:37:40Z,0,0,0,Inspire 3
2026-04-13T14:37:41Z,0,0,0,Inspire 3
2026-04-13T14:37:42Z,0,0,0,Inspire 3
2026-04-13T14:37:43Z,0,0,0,Inspire 3
2026-04-13T14:37:44Z,0,0,0,Inspire 3
2026-04-13T14:37:45Z,0,0,0,Inspire 3
2026-04-13T14:37:46Z,0,0,0,Inspire 3
2026-04-13T14:37:47Z,0,0,0,Inspire 3
2026-04-13T14:37:48Z,0,0,0,Inspire 3
2026-04-13T14:37:49Z,0,0,0,Inspire 3
2026-04-13T14:37:50Z,0,0,0,Inspire 3
2026-04-13T14:37:51Z,0,0,0,Inspire 3
2026-04-13T14:37:52Z,0,0,0,Inspire 3
2026-04-13T14:37:53Z,0,0,0,Inspire 3
2026-04-13T14:37:54Z,0,0,0,Inspire 3
2026-04-13T14:37:55Z,0,0,0,Inspire 3
2026-04-13T14:37:56Z,0,0,0,Inspire 3
2026-04-13T14:37:57Z,0,0,0,Inspire 3
2026-04-13T14:37:58Z,0,0,0,Inspire 3
2026-04-13T14:37:59Z,0,0,0,Inspire 3
2026-04-13T14:38:00Z,0,0,0,Inspire 3
2026-04-13T14:38:01Z,0,0,0,Inspire 3
2026-04-13T14:38:02Z,0,0,0,Inspire 3
2026-04-13T14:38:03Z,0,0,0,Inspire 3
2026-04-13T14:38:04Z,0,0,0,Inspire 3
2026-04-13T14:38:05Z,0,0,0,Inspire 3
2026-04-13T14:38:06Z,0,0,0,Inspire 3
2026-04-13T14:38:07Z,0,0,0,Inspire 3
2026-04-13T14:38:08Z,0,0,0,Inspire 3
2026-04-13T14:38:09Z,0,0,0,Inspire 3
2026-04-13T14:38:10Z,0,0,0,Inspire 3
2026-04-13T14:38:11Z,0,0,0,Inspire 3
2026-04-13T14:38:12Z,0,0,0,Inspire 3
2026-04-13T14:38:13Z,0,0,0,Inspire 3
2026-04-13T14:38:14Z,0,0,0,Inspire 3
2026-04-13T14:38:15Z,0,0,0,Inspire 3
2026-04-13T14:38:16Z,0,0,0,Inspire 3
2026-04-13T14:38:17Z,0,0,0,Inspire 3
2026-04-13T14:38:18Z,0,0,0,Inspire 3
2026-04-13T14:38:19Z,4,0,0,Inspire 3
2026-04-13T14:38:20Z,1,0,0,Inspire 3
2026-04-13T14:38:21Z,2,0,0,Inspire 3
2026-04-13T14:38:22Z,0,0,0,Inspire 3
2026-04-13T14:38:23Z,0,0,0,Inspire 3
2026-04-13T14:38:24Z,2,0,0,Inspire 3
2026-04-13T14:38:25Z,2,0,0,Inspire 3
2026-04-13T14:38:26Z,0,0,0,Inspire 3
2026-04-13T14:38:27Z,0,0,0,Inspire 3
2026-04-13T14:38:28Z,0,0,0,Inspire 3
2026-04-13T14:38:29Z,0,0,0,Inspire 3
2026-04-13T14:38:30Z,0,0,0,Inspire 3
2026-04-13T14:38:31Z,4,0,0,Inspire 3
2026-04-13T14:38:32Z,0,0,0,Inspire 3
2026-04-13T14:38:33Z,0,0,0,Inspire 3
2026-04-13T14:38:34Z,0,0,0,Inspire 3
2026-04-13T14:38:35Z,0,0,0,Inspire 3
2026-04-13T14:38:36Z,0,0,0,Inspire 3
2026-04-13T14:38:37Z,0,0,0,Inspire 3
2026-04-13T14:38:38Z,0,0,0,Inspire 3
2026-04-13T14:38:39Z,0,0,0,Inspire 3
2026-04-13T14:38:40Z,0,0,0,Inspire 3
2026-04-13T14:38:41Z,0,0,0,Inspire 3
2026-04-13T14:38:42Z,0,0,0,Inspire 3
2026-04-13T14:38:43Z,0,0,0,Inspire 3
2026-04-13T14:38:44Z,0,0,0,Inspire 3
2026-04-13T14:38:45Z,0,0,0,Inspire 3
2026-04-13T14:38:46Z,0,0,0,Inspire 3
2026-04-13T14:38:47Z,0,0,0,Inspire 3
2026-04-13T14:38:48Z,0,0,0,Inspire 3
2026-04-13T14:38:49Z,0,0,0,Inspire 3
2026-04-13T14:38:50Z,0,0,0,Inspire 3
2026-04-13T14:38:51Z,0,0,0,Inspire 3
2026-04-13T14:38:52Z,0,0,0,Inspire 3
2026-04-13T14:38:53Z,0,0,0,Inspire 3
2026-04-13T14:38:54Z,0,0,0,Inspire 3
2026-04-13T14:38:55Z,0,0,0,Inspire 3
2026-04-13T14:38:56Z,0,0,0,Inspire 3
2026-04-13T14:38:57Z,0,0,0,Inspire 3
2026-04-13T14:38:58Z,0,0,0,Inspire 3
2026-04-13T14:38:59Z,0,0,0,Inspire 3
2026-04-13T14:39:00Z,0,0,0,Inspire 3
2026-04-13T14:39:01Z,0,0,0,Inspire 3
2026-04-13T14:39:02Z,0,0,0,Inspire 3
2026-04-13T14:39:03Z,0,0,0,Inspire 3
2026-04-13T14:39:04Z,0,0,0,Inspire 3
2026-04-13T14:39:05Z,0,0,0,Inspire 3
2026-04-13T14:39:06Z,0,0,0,Inspire 3
2026-04-13T14:39:07Z,0,0,0,Inspire 3
2026-04-13T14:39:08Z,0,0,0,Inspire 3
2026-04-13T14:39:09Z,0,0,0,Inspire 3
2026-04-13T14:39:10Z,0,0,0,Inspire 3
2026-04-13T14:39:11Z,0,0,0,Inspire 3
2026-04-13T14:39:12Z,0,0,0,Inspire 3
2026-04-13T14:39:13Z,0,0,0,Inspire 3
2026-04-13T14:39:14Z,0,0,0,Inspire 3
2026-04-13T14:39:15Z,0,0,0,Inspire 3
2026-04-13T14:39:16Z,0,0,0,Inspire 3
2026-04-13T14:39:17Z,0,0,0,Inspire 3
2026-04-13T14:39:18Z,0,0,0,Inspire 3
2026-04-13T14:39:19Z,0,0,0,Inspire 3
2026-04-13T14:39:20Z,0,0,0,Inspire 3
2026-04-13T14:39:21Z,0,0,0,Inspire 3
2026-04-13T14:39:22Z,0,0,0,Inspire 3
2026-04-13T14:39:23Z,0,0,0,Inspire 3
2026-04-13T14:39:24Z,0,0,0,Inspire 3
2026-04-13T14:39:25Z,0,0,0,Inspire 3
2026-04-13T14:39:26Z,0,0,0,Inspire 3
2026-04-13T14:39:27Z,0,0,0,Inspire 3
2026-04-13T14:39:28Z,0,0,0,Inspire 3
2026-04-13T14:39:29Z,0,0,0,Inspire 3
2026-04-13T14:39:30Z,0,0,0,Inspire 3
2026-04-13T14:39:31Z,0,0,0,Inspire 3
2026-04-13T14:39:32Z,0,0,0,Inspire 3
2026-04-13T14:39:33Z,0,0,0,Inspire 3
2026-04-13T14:39:34Z,0,0,0,Inspire 3
2026-04-13T14:39:35Z,0,0,0,Inspire 3
2026-04-13T14:39:36Z,0,0,0,Inspire 3
2026-04-13T14:39:37Z,0,0,0,Inspire 3
2026-04-13T14:39:38Z,0,0,0,Inspire 3
2026-04-13T14:39:39Z,0,0,0,Inspire 3
2026-04-13T14:39:40Z,0,0,0,Inspire 3
2026-04-13T14:39:41Z,0,0,0,Inspire 3
2026-04-13T14:39:42Z,0,0,0,Inspire 3
2026-04-13T14:39:43Z,0,0,0,Inspire 3
2026-04-13T14:39:44Z,0,0,0,Inspire 3
2026-04-13T14:39:45Z,0,0,0,Inspire 3
2026-04-13T14:39:46Z,0,0,0,Inspire 3
2026-04-13T14:39:47Z,0,0,0,Inspire 3
2026-04-13T14:39:48Z,0,0,0,Inspire 3
2026-04-13T14:39:49Z,0,0,0,Inspire 3
2026-04-13T14:39:50Z,0,0,0,Inspire 3
2026-04-13T14:39:51Z,0,0,0,Inspire 3
2026-04-13T14:39:52Z,0,0,0,Inspire 3
2026-04-13T14:39:53Z,0,0,0,Inspire 3
2026-04-13T14:39:54Z,0,0,0,Inspire 3
2026-04-13T14:39:55Z,0,0,0,Inspire 3
2026-04-13T14:39:56Z,0,0,0,Inspire 3
2026-04-13T14:39:57Z,0,0,0,Inspire 3
2026-04-13T14:39:58Z,0,0,0,Inspire 3
2026-04-13T14:39:59Z,0,0,0,Inspire 3
2026-04-13T14:40:00Z,0,0,0,Inspire 3
2026-04-13T14:40:01Z,0,0,0,Inspire 3
2026-04-13T14:40:02Z,0,0,0,Inspire 3
2026-04-13T14:40:03Z,0,0,0,Inspire 3
2026-04-13T14:40:04Z,2,0,0,Inspire 3
2026-04-13T14:40:05Z,2,0,0,Inspire 3
2026-04-13T14:40:06Z,0,0,0,Inspire 3
