timestamp,beats per minute,data source
2026-03-26T17:50:52Z,70.0,Inspire 3
2026-03-26T17:51:22Z,70.0,Inspire 3
2026-03-26T17:51:54Z,70.0,Inspire 3
2026-03-26T17:52:11Z,70.0,Inspire 3
2026-03-26T17:53:21Z,70.0,Inspire 3
2026-03-26T17:53:47Z,70.0,Inspire 3
2026-03-26T17:54:29Z,70.0,Inspire 3
2026-03-26T17:55:29Z,70.0,Inspire 3
2026-03-26T17:56:30Z,70.0,Inspire 3
2026-03-26T17:56:53Z,70.0,Inspire 3
2026-03-26T17:57:03Z,70.0,Inspire 3
2026-03-26T17:58:35Z,70.0,Inspire 3
2026-03-26T17:58:45Z,80.0,Inspire 3
2026-03-26T17:58:50Z,90.0,Inspire 3
2026-03-26T17:58:55Z,98.0,Inspire 3
2026-03-26T17:59:05Z,97.0,Inspire 3
2026-03-26T17:59:20Z,97.0,Inspire 3
2026-03-26T17:59:25Z,97.0,Inspire 3
2026-03-26T17:59:40Z,98.0,Inspire 3
2026-03-26T17:59:53Z,98.0,Inspire 3
2026-03-26T18:00:11Z,98.0,Inspire 3
2026-03-26T18:00:24Z,98.0,Inspire 3
2026-03-26T18:00:39Z,98.0,Inspire 3
2026-03-26T18:01:19Z,70.0,Inspire 3
2026-03-26T18:04:40Z,70.0,Inspire 3
2026-03-26T18:06:21Z,70.0,Inspire 3
2026-03-26T18:06:36Z,70.0,Inspire 3
2026-03-26T18:06:46Z,77.0,Inspire 3
2026-03-26T18:06:51Z,81.0,Inspire 3
2026-03-26T18:09:55Z,70.0,Inspire 3
2026-03-26T18:27:59Z,70.0,Inspire 3
2026-03-26T18:28:14Z,70.0,Inspire 3
2026-03-26T18:28:19Z,61.0,Inspire 3
2026-03-26T18:28:24Z,57.0,Inspire 3
2026-03-26T18:28:34Z,59.0,Inspire 3
2026-03-26T18:28:39Z,60.0,Inspire 3
2026-03-26T18:28:44Z,62.0,Inspire 3
2026-03-26T18:28:59Z,63.0,Inspire 3
2026-03-26T18:29:04Z,64.0,Inspire 3
2026-03-26T18:29:09Z,64.0,Inspire 3
2026-03-26T18:29:24Z,63.0,Inspire 3
2026-03-26T18:29:39Z,63.0,Inspire 3
2026-03-26T18:29:44Z,64.0,Inspire 3
2026-03-26T18:29:49Z,66.0,Inspire 3
2026-03-26T18:29:54Z,67.0,Inspire 3
2026-03-26T18:30:09Z,66.0,Inspire 3
2026-03-26T18:30:19Z,70.0,Inspire 3
2026-03-26T18:35:58Z,70.0,Inspire 3
2026-03-26T18:36:12Z,70.0,Inspire 3
2026-03-26T18:42:19Z,70.0,Inspire 3
2026-03-26T18:43:20Z,70.0,Inspire 3
2026-03-26T18:43:43Z,70.0,Inspire 3
2026-03-26T18:44:55Z,70.0,Inspire 3
2026-03-26T18:45:22Z,70.0,Inspire 3
2026-03-26T18:46:13Z,70.0,Inspire 3
2026-03-26T18:46:55Z,70.0,Inspire 3
2026-03-26T18:47:32Z,70.0,Inspire 3
2026-03-26T18:48:56Z,70.0,Inspire 3
2026-03-26T18:49:06Z,71.0,Inspire 3
2026-03-26T18:49:11Z,74.0,Inspire 3
2026-03-26T18:49:16Z,68.0,Inspire 3
2026-03-26T18:49:21Z,65.0,Inspire 3
2026-03-26T18:49:26Z,66.0,Inspire 3
2026-03-26T18:49:31Z,67.0,Inspire 3
2026-03-26T18:49:36Z,59.0,Inspire 3
2026-03-26T18:49:51Z,60.0,Inspire 3
2026-03-26T18:49:56Z,61.0,Inspire 3
2026-03-26T18:50:01Z,62.0,Inspire 3
2026-03-26T18:50:06Z,63.0,Inspire 3
2026-03-26T18:50:11Z,64.0,Inspire 3
2026-03-26T18:50:26Z,64.0,Inspire 3
2026-03-26T18:50:31Z,63.0,Inspire 3
2026-03-26T18:50:36Z,64.0,Inspire 3
2026-03-26T18:50:46Z,63.0,Inspire 3
2026-03-26T18:51:01Z,64.0,Inspire 3
