timestamp,Infrared to Red Signal Ratio
04/09/26 02:32:00,-1
04/09/26 02:33:00,-8
04/09/26 02:34:00,47
04/09/26 02:35:02,0
04/09/26 02:36:02,0
04/09/26 02:37:02,0
04/09/26 02:38:02,39
04/09/26 02:39:02,6
04/09/26 02:40:02,0
04/09/26 02:41:02,9
04/09/26 02:42:02,-8
04/09/26 02:43:02,-26
04/09/26 02:44:02,9
04/09/26 02:45:02,16
04/09/26 02:46:02,0
04/09/26 02:47:02,0
04/09/26 02:48:02,-53
04/09/26 02:49:02,6
04/09/26 02:50:02,14
04/09/26 02:51:02,0
04/09/26 02:52:02,8
04/09/26 02:53:02,-6
04/09/26 02:54:02,-12
04/09/26 02:55:02,-11
04/09/26 02:56:02,0
04/09/26 02:57:02,-9
04/09/26 02:58:02,0
04/09/26 02:59:02,-10
04/09/26 03:00:02,0
04/09/26 03:01:02,-7
04/09/26 03:02:02,0
04/09/26 03:03:02,-21
04/09/26 03:04:02,-42
04/09/26 03:05:02,1
04/09/26 03:06:02,39
04/09/26 03:07:02,17
04/09/26 03:08:02,24
04/09/26 03:09:02,40
04/09/26 03:10:02,8
04/09/26 03:11:02,-3
04/09/26 03:12:02,0
04/09/26 03:13:02,39
04/09/26 03:14:02,-8
04/09/26 03:15:02,4
04/09/26 03:16:02,-15
04/09/26 03:17:02,-25
04/09/26 03:18:02,-14
04/09/26 03:19:02,-5
04/09/26 03:20:02,0
04/09/26 03:21:02,-21
04/09/26 03:22:02,-21
04/09/26 03:23:02,-14
04/09/26 03:24:02,-5
04/09/26 03:25:02,0
04/09/26 03:26:02,-9
04/09/26 03:27:02,4
04/09/26 03:28:02,17
04/09/26 03:29:02,-16
04/09/26 03:30:02,9
04/09/26 03:31:02,0
04/09/26 03:32:02,0
04/09/26 03:33:02,-1
04/09/26 03:34:02,-1
04/09/26 03:35:02,-7
04/09/26 03:36:02,0
04/09/26 03:37:02,-28
04/09/26 03:38:02,-25
04/09/26 03:39:02,39
04/09/26 03:40:02,-40
04/09/26 03:41:02,3
04/09/26 03:42:02,4
04/09/26 03:43:02,-10
04/09/26 03:44:02,-11
04/09/26 03:45:02,7
04/09/26 03:46:02,26
04/09/26 03:47:02,8
04/09/26 03:48:02,0
04/09/26 03:49:02,5
04/09/26 03:50:02,0
04/09/26 03:51:02,-10
04/09/26 03:52:02,0
04/09/26 03:53:02,0
04/09/26 03:54:02,28
04/09/26 03:55:02,-17
04/09/26 03:56:02,0
04/09/26 03:57:02,23
04/09/26 03:58:02,34
04/09/26 03:59:02,-4
04/09/26 04:00:02,-1
04/09/26 04:01:02,0
04/09/26 04:02:02,0
04/09/26 04:03:02,-36
04/09/26 04:04:02,0
04/09/26 04:05:02,-13
04/09/26 04:06:02,-25
04/09/26 04:07:02,-8
