timestamp,Infrared to Red Signal Ratio
04/12/26 07:02:30,-23
04/12/26 07:03:30,-4
04/12/26 07:04:30,0
04/12/26 07:05:30,0
04/12/26 07:06:30,-1
04/12/26 07:07:30,0
04/12/26 07:08:30,-6
04/12/26 07:09:30,13
04/12/26 07:10:30,0
04/12/26 07:11:30,0
04/12/26 07:12:30,0
04/12/26 07:13:30,1
04/12/26 07:14:30,26
04/12/26 07:15:30,-9
04/12/26 07:16:30,0
04/12/26 07:17:30,0
04/12/26 07:18:30,0
04/12/26 07:19:30,-16
04/12/26 07:20:30,3
04/12/26 07:21:30,-4
04/12/26 07:22:30,-13
04/12/26 07:23:30,0
04/12/26 07:24:30,-27
04/12/26 07:25:30,0
04/12/26 07:26:30,0
04/12/26 07:27:30,0
04/12/26 07:28:30,0
04/12/26 07:29:30,14
04/12/26 07:30:30,46
04/12/26 07:31:30,0
04/12/26 07:32:30,0
04/12/26 07:33:30,29
04/12/26 07:34:30,-2
04/12/26 07:35:30,3
04/12/26 07:36:30,0
04/12/26 07:37:30,13
04/12/26 07:38:30,7
04/12/26 07:39:30,-7
04/12/26 07:40:30,0
04/12/26 07:41:30,-44
04/12/26 07:42:30,-1
04/12/26 07:43:30,1
04/12/26 07:44:30,-4
04/12/26 07:45:30,-4
04/12/26 07:46:30,-3
04/12/26 07:47:30,-24
04/12/26 07:48:30,22
04/12/26 07:49:30,5
04/12/26 07:50:30,-4
04/12/26 07:51:30,-37
04/12/26 07:52:30,22
04/12/26 07:53:30,-8
04/12/26 07:54:30,-40
04/12/26 07:55:30,-20
04/12/26 07:56:30,18
04/12/26 07:57:30,-27
04/12/26 07:58:30,-10
04/12/26 07:59:30,0
04/12/26 08:00:30,-27
04/12/26 08:01:30,0
04/12/26 08:02:30,0
04/12/26 08:03:30,-18
04/12/26 08:04:30,-3
04/12/26 08:05:30,9
04/12/26 08:06:30,15
04/12/26 08:07:30,6
04/12/26 08:08:30,6
04/12/26 08:09:30,30
04/12/26 08:10:30,-11
04/12/26 08:11:30,16
04/12/26 08:12:30,0
04/12/26 08:13:30,1
04/12/26 08:14:30,-4
04/12/26 08:15:30,-55
04/12/26 08:16:30,0
04/12/26 08:17:30,4
04/12/26 08:18:30,1
04/12/26 08:19:30,0
04/12/26 08:20:30,0
04/12/26 08:21:30,0
04/12/26 08:22:30,15
04/12/26 08:23:30,-16
04/12/26 08:24:30,22
04/12/26 08:25:30,5
04/12/26 08:26:30,-35
04/12/26 08:27:30,-2
04/12/26 08:28:30,-32
04/12/26 08:29:30,34
04/12/26 08:30:30,-4
04/12/26 08:31:30,0
04/12/26 08:32:30,-2
04/12/26 08:33:30,-26
04/12/26 08:34:30,4
04/12/26 08:35:30,36
04/12/26 08:36:30,1
04/12/26 08:37:30,27
04/12/26 08:38:30,-35
04/12/26 08:39:30,0
04/12/26 08:40:30,0
04/12/26 08:41:30,0
04/12/26 08:42:30,0
04/12/26 08:43:30,-8
04/12/26 08:44:29,-27
04/12/26 08:45:29,0
04/12/26 08:46:29,0
04/12/26 08:47:29,0
04/12/26 08:48:29,-1
04/12/26 09:30:00,2
04/12/26 09:31:01,29
04/12/26 09:32:01,-3
04/12/26 09:33:01,6
04/12/26 09:34:01,27
04/12/26 09:35:01,34
04/12/26 11:46:30,25
04/12/26 11:47:31,0
04/12/26 11:48:31,-14
04/12/26 11:49:31,9
04/12/26 11:50:31,0
04/12/26 11:51:31,-6
04/12/26 11:57:00,-41
04/12/26 11:58:00,0
04/12/26 11:59:00,0
04/12/26 12:00:00,16
04/12/26 12:01:59,-4
04/12/26 12:02:59,4
04/12/26 12:03:59,0
04/12/26 12:04:59,4
04/12/26 12:05:59,-12
04/12/26 12:06:59,0
04/12/26 12:07:59,0
04/12/26 12:08:59,0
04/12/26 12:09:59,26
04/12/26 12:10:59,0
04/12/26 12:11:59,0
04/12/26 12:12:59,-8
04/12/26 12:13:59,0
04/12/26 12:14:59,-1
04/12/26 12:15:59,0
04/12/26 12:17:00,0
04/12/26 12:18:00,0
04/12/26 12:19:00,0
04/12/26 12:20:00,2
04/12/26 12:21:00,0
04/12/26 12:22:00,-46
04/12/26 12:23:00,-2
04/12/26 12:24:00,6
04/12/26 12:25:00,10
04/12/26 12:26:00,6
04/12/26 12:27:00,-9
04/12/26 12:28:00,-2
04/12/26 12:29:00,-30
04/12/26 12:30:00,0
04/12/26 12:31:59,-21
04/12/26 12:32:59,-13
04/12/26 12:33:59,10
04/12/26 12:34:59,4
04/12/26 12:35:59,0
04/12/26 12:36:59,2
04/12/26 12:37:59,1
04/12/26 12:38:59,0
04/12/26 12:39:59,0
04/12/26 12:40:59,-35
04/12/26 12:41:59,-13
04/12/26 12:42:59,10
04/12/26 12:43:59,-28
04/12/26 12:44:59,-10
04/12/26 12:45:59,4
04/12/26 12:47:00,18
04/12/26 12:48:00,-8
04/12/26 12:49:00,0
04/12/26 12:50:00,-61
04/12/26 12:51:00,0
04/12/26 12:52:00,0
04/12/26 12:53:00,0
04/12/26 12:54:00,14
04/12/26 12:55:00,-13
04/12/26 12:56:00,0
04/12/26 12:57:00,0
04/12/26 12:58:00,0
04/12/26 12:59:00,-1
04/12/26 13:00:00,-4
04/12/26 13:01:00,-4
04/12/26 13:02:00,17
04/12/26 13:03:00,-24
04/12/26 13:04:00,0
04/12/26 13:05:00,-1
04/12/26 13:06:00,-4
04/12/26 13:07:00,0
04/12/26 13:08:00,-5
04/12/26 13:09:00,-12
04/12/26 13:10:00,-21
04/12/26 13:11:00,0
04/12/26 13:12:00,-5
04/12/26 13:13:00,0
04/12/26 13:14:00,37
04/12/26 13:15:00,-8
04/12/26 13:16:00,19
04/12/26 13:17:59,-8
04/12/26 13:18:59,0
04/12/26 13:19:59,9
04/12/26 13:20:59,-20
04/12/26 13:21:59,-29
04/12/26 13:22:59,-16
04/12/26 13:23:59,0
04/12/26 13:24:59,-26
04/12/26 13:25:59,0
04/12/26 13:26:59,0
04/12/26 13:27:59,-5
04/12/26 13:28:59,39
04/12/26 13:29:59,-19
04/12/26 13:30:59,-24
04/12/26 13:31:59,16
04/12/26 13:33:00,-27
04/12/26 13:34:00,-3
04/12/26 13:35:00,-2
04/12/26 13:36:00,-56
04/12/26 13:37:00,8
04/12/26 13:38:00,0
04/12/26 13:39:00,-26
04/12/26 13:40:00,0
04/12/26 13:41:00,-12
04/12/26 13:42:00,-48
04/12/26 13:43:00,9
04/12/26 13:44:00,0
04/12/26 13:45:00,-8
04/12/26 13:46:00,0
04/12/26 13:47:59,-4
04/12/26 13:48:59,-9
04/12/26 13:49:59,-24
04/12/26 13:50:59,-4
04/12/26 13:51:59,-19
04/12/26 13:52:59,43
04/12/26 13:53:59,4
04/12/26 13:54:59,-6
04/12/26 13:55:59,-37
04/12/26 13:56:59,-24
04/12/26 13:57:59,0
04/12/26 13:58:59,-10
04/12/26 13:59:59,0
04/12/26 14:00:59,2
04/12/26 14:01:59,27
04/12/26 14:03:00,-11
04/12/26 14:04:00,10
04/12/26 14:05:00,-26
04/12/26 14:06:00,-10
04/12/26 14:07:00,0
04/12/26 14:08:00,-2
04/12/26 14:09:00,10
04/12/26 14:10:00,-29
04/12/26 14:11:00,-41
04/12/26 14:12:00,0
04/12/26 14:13:00,0
04/12/26 14:14:00,0
04/12/26 14:15:00,0
04/12/26 14:16:59,-1
04/12/26 14:18:58,0
04/12/26 14:19:58,-22
04/12/26 14:20:58,-2
04/12/26 14:21:58,-13
04/12/26 14:22:58,-4
04/12/26 14:23:58,0
04/12/26 14:24:58,0
04/12/26 14:25:58,31
04/12/26 14:26:58,2
04/12/26 14:27:58,-8
04/12/26 14:28:58,4
04/12/26 14:29:58,7
04/12/26 14:30:58,-20
04/12/26 14:31:50,-15
04/12/26 14:32:50,31
04/12/26 14:33:50,-10
04/12/26 14:34:50,-34
04/12/26 14:35:50,1
