timestamp,Infrared to Red Signal Ratio
04/10/26 07:56:41,-18
04/10/26 07:57:41,0
04/10/26 07:58:41,34
04/10/26 07:59:41,-2
04/10/26 08:00:41,-22
04/10/26 08:01:41,0
04/10/26 08:02:41,0
04/10/26 08:03:41,61
04/10/26 08:04:41,21
04/10/26 08:05:41,-1
04/10/26 08:06:41,9
04/10/26 08:07:41,14
04/10/26 08:08:41,-33
04/10/26 08:09:41,13
04/10/26 08:10:41,30
04/10/26 08:11:41,9
04/10/26 08:12:41,1
04/10/26 08:13:41,0
04/10/26 08:14:41,-1
04/10/26 08:15:41,0
04/10/26 08:16:41,0
04/10/26 08:17:41,0
04/10/26 08:18:41,0
04/10/26 08:19:41,0
04/10/26 08:20:41,0
04/10/26 08:21:41,0
04/10/26 08:22:41,-7
04/10/26 08:23:41,-1
04/10/26 08:24:41,0
04/10/26 08:25:41,0
04/10/26 08:26:41,0
04/10/26 08:27:41,1
04/10/26 08:28:41,19
04/10/26 08:29:41,15
04/10/26 08:30:41,-1
04/10/26 16:37:00,0
04/10/26 16:38:00,28
04/10/26 16:39:00,26
04/10/26 16:40:00,0
04/10/26 16:41:00,30
04/10/26 16:42:00,26
04/10/26 16:43:00,65
04/10/26 16:44:00,4
04/10/26 16:45:00,73
04/10/26 16:46:00,8
04/10/26 16:47:00,19
04/10/26 16:48:00,0
04/10/26 16:49:00,0
04/10/26 16:50:00,7
04/10/26 16:51:00,13
04/10/26 16:52:00,26
04/10/26 16:53:00,9
04/10/26 16:54:00,32
04/10/26 16:55:00,63
04/10/26 16:56:00,20
04/10/26 16:57:00,0
04/10/26 16:58:00,28
04/10/26 16:59:00,16
04/10/26 17:00:00,38
04/10/26 17:01:00,0
04/10/26 17:02:00,54
04/10/26 17:03:00,3
04/10/26 17:04:00,-13
04/10/26 17:05:00,7
04/10/26 17:06:00,4
04/10/26 17:07:00,11
04/10/26 17:08:00,-4
04/10/26 17:09:00,0
04/10/26 17:10:00,29
04/10/26 17:11:00,13
04/10/26 17:12:00,48
04/10/26 17:13:00,0
04/10/26 17:14:00,-2
04/10/26 17:15:00,0
04/10/26 17:16:00,14
04/10/26 17:17:00,-31
04/10/26 17:18:00,4
04/10/26 17:19:00,0
04/10/26 17:20:00,0
04/10/26 17:21:00,0
04/10/26 17:22:00,-52
04/10/26 17:23:00,-6
04/10/26 17:24:00,-3
04/10/26 17:25:00,0
04/10/26 17:26:00,0
04/10/26 17:27:00,0
04/10/26 17:28:00,-11
