timestamp,Infrared to Red Signal Ratio
04/08/26 06:09:02,-13
04/08/26 06:10:02,-10
04/08/26 06:11:02,-10
04/08/26 06:12:02,-10
04/08/26 06:13:02,39
04/08/26 06:14:02,2
04/08/26 06:15:02,-4
04/08/26 06:16:02,45
04/08/26 06:17:02,3
04/08/26 06:18:02,16
04/08/26 06:19:02,-45
04/08/26 06:20:02,17
04/08/26 06:21:02,6
04/08/26 06:22:02,47
04/08/26 06:23:02,2
04/08/26 06:24:02,4
04/08/26 06:25:02,0
04/08/26 06:26:02,-6
04/08/26 06:27:02,8
04/08/26 06:28:02,23
04/08/26 06:29:02,0
04/08/26 06:30:02,1
04/08/26 06:31:02,69
04/08/26 06:32:02,0
04/08/26 06:33:02,23
04/08/26 06:34:02,11
04/08/26 06:35:02,0
04/08/26 06:36:02,5
04/08/26 06:37:02,-39
04/08/26 06:38:02,-5
04/08/26 06:39:02,53
04/08/26 06:40:02,0
04/08/26 06:41:02,63
04/08/26 06:42:02,-4
04/08/26 06:43:02,4
04/08/26 06:44:02,11
04/08/26 06:45:02,40
04/08/26 06:46:02,4
04/08/26 06:47:02,1
04/08/26 06:48:02,-15
04/08/26 06:49:02,-17
04/08/26 06:50:02,0
04/08/26 06:51:02,1
04/08/26 06:52:03,0
04/08/26 06:53:03,-33
04/08/26 06:54:03,12
04/08/26 06:55:03,-11
04/08/26 06:56:03,0
04/08/26 06:57:03,-33
04/08/26 06:58:03,-47
04/08/26 06:59:03,17
04/08/26 07:00:03,-11
04/08/26 07:01:03,21
04/08/26 07:02:03,9
04/08/26 07:03:03,-39
04/08/26 07:04:03,30
04/08/26 07:05:03,6
04/08/26 07:06:03,4
04/08/26 07:07:03,0
04/08/26 07:08:03,5
04/08/26 07:09:03,-1
04/08/26 07:10:03,6
04/08/26 07:11:03,-1
04/08/26 07:12:03,-2
04/08/26 07:13:03,2
04/08/26 07:14:03,22
04/08/26 07:15:03,6
04/08/26 07:16:03,21
04/08/26 07:17:03,13
04/08/26 07:18:03,-6
04/08/26 07:19:03,8
04/08/26 07:20:03,10
04/08/26 07:21:03,8
04/08/26 07:22:03,0
04/08/26 07:23:03,12
04/08/26 07:24:03,56
04/08/26 07:25:03,37
04/08/26 07:26:03,22
04/08/26 07:27:03,2
04/08/26 07:28:03,59
04/08/26 07:29:03,0
04/08/26 07:30:03,61
04/08/26 07:31:03,-38
04/08/26 07:32:03,14
04/08/26 07:33:03,21
04/08/26 07:34:03,11
04/08/26 07:35:03,26
04/08/26 07:36:03,1
04/08/26 07:37:03,-4
04/08/26 07:38:03,35
04/08/26 07:39:03,8
04/08/26 07:40:03,48
04/08/26 07:41:03,1
04/08/26 07:42:03,56
04/08/26 07:43:03,40
04/08/26 07:44:03,73
04/08/26 07:45:03,11
04/08/26 07:46:03,45
04/08/26 07:47:03,59
04/08/26 07:48:03,21
04/08/26 07:49:03,-3
04/08/26 07:50:03,1
04/08/26 07:51:03,22
04/08/26 07:52:03,1
04/08/26 07:53:03,7
04/08/26 07:54:03,0
04/08/26 07:55:03,4
04/08/26 07:56:03,0
04/08/26 07:57:03,4
04/08/26 07:58:03,29
04/08/26 07:59:03,18
04/08/26 08:00:03,17
04/08/26 08:01:03,47
04/08/26 08:02:03,51
04/08/26 08:03:03,29
04/08/26 08:04:03,52
04/08/26 08:05:04,12
04/08/26 08:06:04,56
04/08/26 08:07:04,8
04/08/26 08:08:04,29
04/08/26 08:09:04,27
04/08/26 08:10:04,0
04/08/26 08:11:04,47
04/08/26 08:12:04,0
04/08/26 08:13:04,17
04/08/26 08:14:04,55
04/08/26 08:15:04,5
04/08/26 08:16:04,18
04/08/26 08:17:04,7
04/08/26 08:18:04,36
04/08/26 08:19:04,21
04/08/26 08:20:04,34
04/08/26 08:21:04,-1
04/08/26 08:22:04,16
04/08/26 08:23:04,0
04/08/26 08:24:04,9
04/08/26 08:25:04,-19
04/08/26 08:26:04,2
04/08/26 08:27:04,-18
04/08/26 08:28:04,-1
04/08/26 08:29:04,-7
04/08/26 08:30:04,-2
04/08/26 08:31:04,-5
04/08/26 08:32:04,0
04/08/26 08:33:04,0
04/08/26 08:34:04,0
04/08/26 08:35:04,8
04/08/26 08:36:04,-51
04/08/26 08:37:04,0
04/08/26 08:38:04,-2
04/08/26 08:39:04,46
04/08/26 08:40:04,0
04/08/26 08:41:06,0
04/08/26 08:42:06,-4
04/08/26 08:43:06,-15
04/08/26 08:44:06,6
04/08/26 08:45:06,0
04/08/26 08:46:06,1
04/08/26 08:47:06,30
04/08/26 08:48:06,-10
04/08/26 08:49:06,4
04/08/26 08:50:06,2
04/08/26 08:51:06,21
04/08/26 08:52:06,-45
04/08/26 08:53:06,27
04/08/26 08:54:06,56
04/08/26 08:55:06,0
04/08/26 08:56:06,0
04/08/26 08:57:06,43
04/08/26 08:58:06,-12
04/08/26 08:59:06,45
04/08/26 09:00:06,-4
04/08/26 09:01:06,41
04/08/26 09:02:06,23
04/08/26 09:03:06,30
04/08/26 09:04:06,-3
04/08/26 09:05:06,0
04/08/26 09:06:06,22
04/08/26 09:07:06,44
04/08/26 09:08:06,13
04/08/26 09:09:06,4
04/08/26 09:10:06,32
04/08/26 09:11:06,17
04/08/26 09:12:06,10
04/08/26 09:13:07,1
04/08/26 09:14:07,24
04/08/26 09:15:07,38
04/08/26 09:16:07,64
04/08/26 09:17:07,55
04/08/26 09:18:07,40
04/08/26 09:19:07,8
04/08/26 09:20:07,24
04/08/26 09:21:07,32
04/08/26 09:22:07,51
04/08/26 09:23:07,25
04/08/26 09:24:07,39
04/08/26 09:25:07,17
04/08/26 09:26:07,1
04/08/26 09:27:07,5
04/08/26 09:28:07,45
04/08/26 09:29:07,69
04/08/26 09:30:07,65
04/08/26 09:31:07,64
04/08/26 09:32:07,5
04/08/26 09:33:07,73
04/08/26 09:34:07,47
04/08/26 09:35:07,39
04/08/26 09:36:07,30
04/08/26 09:37:07,0
04/08/26 09:38:07,32
04/08/26 09:39:07,2
04/08/26 09:40:07,-22
04/08/26 09:41:07,13
04/08/26 09:42:07,-7
04/08/26 09:43:07,21
04/08/26 09:44:07,16
04/08/26 09:45:08,0
04/08/26 09:46:08,0
04/08/26 09:47:08,1
04/08/26 09:48:08,-1
04/08/26 09:49:08,-26
04/08/26 09:50:08,36
04/08/26 09:51:08,0
04/08/26 09:52:08,13
04/08/26 09:53:08,1
04/08/26 09:54:08,-8
04/08/26 09:55:08,6
04/08/26 09:56:08,0
04/08/26 09:57:08,-20
04/08/26 09:58:08,0
04/08/26 09:59:08,-1
04/08/26 10:00:08,12
04/08/26 10:01:08,4
04/08/26 10:02:08,2
04/08/26 10:03:08,0
04/08/26 10:04:08,0
04/08/26 10:05:08,0
04/08/26 10:06:08,-2
04/08/26 10:07:08,0
04/08/26 10:08:08,5
04/08/26 10:09:08,0
04/08/26 10:10:08,0
04/08/26 10:11:08,4
04/08/26 10:12:08,9
04/08/26 10:13:08,7
04/08/26 10:14:08,4
04/08/26 10:15:08,0
04/08/26 10:16:08,6
04/08/26 10:17:08,0
04/08/26 10:18:08,0
04/08/26 10:19:08,6
04/08/26 10:20:08,0
04/08/26 10:21:08,-15
04/08/26 10:22:08,20
04/08/26 10:23:08,11
04/08/26 10:24:08,0
04/08/26 10:25:10,-11
04/08/26 10:26:10,21
04/08/26 10:27:10,26
04/08/26 10:28:10,-6
04/08/26 10:29:10,-25
04/08/26 10:30:10,0
04/08/26 10:31:10,-21
04/08/26 10:32:10,30
04/08/26 10:33:10,0
04/08/26 10:34:10,-10
04/08/26 10:35:10,0
04/08/26 10:36:10,3
04/08/26 10:37:10,-3
04/08/26 10:38:10,11
04/08/26 10:39:10,-1
04/08/26 10:40:10,18
04/08/26 10:41:10,-8
04/08/26 10:42:10,43
04/08/26 10:43:10,0
04/08/26 10:44:10,2
04/08/26 10:45:10,61
04/08/26 10:46:10,30
04/08/26 10:47:10,1
04/08/26 10:48:10,-10
04/08/26 10:49:10,-52
04/08/26 10:50:10,0
04/08/26 10:51:10,0
04/08/26 10:52:10,-45
04/08/26 10:53:10,12
04/08/26 10:54:10,15
04/08/26 10:55:10,10
04/08/26 10:56:10,17
04/08/26 10:57:12,70
04/08/26 10:58:12,-5
04/08/26 10:59:12,0
04/08/26 11:00:12,13
04/08/26 11:01:12,22
04/08/26 11:02:12,3
04/08/26 11:03:12,-1
04/08/26 11:04:12,0
04/08/26 11:05:12,-32
04/08/26 11:06:12,-1
04/08/26 11:07:12,70
04/08/26 11:08:12,37
04/08/26 11:09:12,-14
04/08/26 11:10:12,6
04/08/26 11:11:12,13
04/08/26 11:12:12,29
04/08/26 11:13:12,52
04/08/26 11:14:12,18
04/08/26 11:15:12,26
04/08/26 11:16:12,53
04/08/26 11:17:12,4
04/08/26 11:18:12,-22
04/08/26 11:19:12,0
04/08/26 11:20:12,0
04/08/26 11:21:12,0
04/08/26 11:22:11,0
04/08/26 11:23:11,0
04/08/26 11:24:11,-1
04/08/26 11:25:11,-20
04/08/26 11:26:11,0
04/08/26 11:27:12,4
04/08/26 11:28:12,-15
04/08/26 11:29:12,0
04/08/26 11:30:12,0
04/08/26 11:31:12,0
04/08/26 11:32:12,4
04/08/26 11:33:12,3
04/08/26 11:34:12,0
04/08/26 11:35:12,0
04/08/26 11:36:12,-1
04/08/26 11:37:12,0
04/08/26 11:38:12,10
04/08/26 11:39:12,-1
04/08/26 11:40:12,0
04/08/26 11:41:12,1
