wire_id,device_type,serial_number,enabled,fw_version
E1A8B3245B3F,Inspire 3,,false,APP63.20001.220.31 BSL63.0.0 PERIPH|BT_RADIO|1.5378.0|0 PERIPH|TOUCH|9.0.2|2 ASSETS|1|13172
