timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-13T03:50:00,24.163,0.943,655.775,104.33
2026-04-13T03:55:00,35.342,0.947,1390.905,278.762
2026-04-13T04:00:00,44.984,0.965,1687.448,381.192
2026-04-13T04:05:00,33.79,0.987,764.372,271.843
2026-04-13T04:10:00,32.203,0.961,415.982,260.43
2026-04-13T04:15:00,29.995,1.002,502.963,249.671
2026-04-13T04:20:00,27.017,1.001,518.906,207.995
2026-04-13T04:25:00,25.602,1.003,344.476,120.746
2026-04-13T04:30:00,23.249,1.004,434.42,149.339
2026-04-13T04:35:00,22.614,0.999,417.374,134.527
2026-04-13T04:40:00,23.119,1.002,606.904,123.378
2026-04-13T04:45:00,21.531,0.991,594.0,111.457
2026-04-13T04:50:00,17.647,0.991,405.191,68.795
2026-04-13T04:55:00,15.33,0.968,281.249,46.34
2026-04-13T05:00:00,16.898,0.974,518.022,72.656
2026-04-13T05:05:00,17.977,0.952,1160.1,60.577
2026-04-13T05:10:00,19.604,0.999,459.569,64.846
2026-04-13T05:15:00,18.826,1.001,560.927,108.657
2026-04-13T05:20:00,18.437,0.963,748.776,78.58
2026-04-13T05:25:00,21.712,0.955,447.885,137.877
2026-04-13T05:30:00,20.839,1.001,207.911,120.009
2026-04-13T05:35:00,21.224,1.004,668.401,119.103
2026-04-13T05:40:00,23.992,1.004,215.639,122.857
2026-04-13T05:45:00,23.1,0.962,649.519,136.808
2026-04-13T05:50:00,19.081,0.997,269.975,79.865
2026-04-13T05:55:00,26.136,0.989,708.561,202.37
2026-04-13T06:00:00,17.676,1.003,441.27,64.722
2026-04-13T06:05:00,18.876,1.002,420.954,64.28
2026-04-13T06:10:00,18.713,1.003,405.474,84.438
2026-04-13T06:15:00,18.548,1.002,447.527,88.545
2026-04-13T06:20:00,20.45,1.0,527.352,99.708
2026-04-13T06:25:00,21.014,1.002,353.029,90.763
2026-04-13T06:30:00,18.34,1.003,350.313,85.851
2026-04-13T06:35:00,20.593,0.928,819.562,101.339
2026-04-13T06:40:00,33.725,0.964,2139.423,229.274
2026-04-13T06:45:00,14.104,0.997,274.8,42.718
2026-04-13T06:50:00,21.331,0.957,571.88,79.196
2026-04-13T06:55:00,23.624,0.965,974.66,63.819
2026-04-13T07:00:00,21.973,1.002,2771.818,119.59
2026-04-13T07:05:00,23.649,0.937,934.8,145.171
2026-04-13T07:10:00,29.311,0.963,426.296,135.3
2026-04-13T07:15:00,20.181,0.977,526.749,127.002
2026-04-13T07:20:00,27.407,1.001,1135.477,188.052
2026-04-13T07:25:00,18.691,1.002,212.434,84.256
2026-04-13T07:30:00,24.21,1.003,467.099,92.472
2026-04-13T07:35:00,19.595,0.997,543.961,91.36
2026-04-13T07:40:00,31.083,0.966,1076.192,254.82
2026-04-13T07:45:00,36.763,0.906,3152.892,187.962
2026-04-13T07:50:00,30.635,0.999,466.06,262.803
2026-04-13T07:55:00,24.443,1.005,511.379,153.542
2026-04-13T08:00:00,20.768,0.99,319.324,101.558
2026-04-13T08:05:00,36.508,0.999,1544.378,279.791
2026-04-13T08:10:00,37.893,1.001,2215.702,341.017
2026-04-13T08:15:00,34.117,1.003,2726.001,257.485
2026-04-13T08:20:00,22.515,0.973,925.951,101.416
2026-04-13T08:25:00,29.884,1.006,1521.038,196.718
2026-04-13T08:30:00,39.906,0.957,2019.646,273.53
2026-04-13T08:35:00,26.224,0.984,1077.204,101.911
2026-04-13T08:40:00,28.322,0.949,1350.292,159.674
2026-04-13T08:45:00,27.65,0.99,721.196,119.363
2026-04-13T08:50:00,28.41,0.998,791.182,156.272
2026-04-13T08:55:00,29.77,0.986,1145.974,160.78
2026-04-13T09:00:00,21.031,0.804,1266.959,105.769
