timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-09T02:00:00,28.954,0.712,232.031,94.325
2026-04-09T02:05:00,27.742,0.831,307.831,86.714
2026-04-09T02:10:00,25.968,0.925,159.704,149.65
2026-04-09T02:15:00,38.66,0.914,537.763,306.153
2026-04-09T02:20:00,48.715,0.947,788.194,656.629
2026-04-09T02:25:00,39.743,1.002,571.11,347.038
2026-04-09T02:30:00,50.49,0.982,650.981,925.76
2026-04-09T02:35:00,43.15,1.003,363.963,473.178
2026-04-09T02:40:00,48.091,1.002,278.398,591.972
2026-04-09T02:45:00,42.726,1.002,1014.673,502.755
2026-04-09T02:50:00,37.336,1.004,460.896,416.813
2026-04-09T02:55:00,36.506,1.004,682.959,331.854
2026-04-09T03:00:00,34.299,1.001,628.747,304.539
2026-04-09T03:05:00,24.69,0.958,582.548,117.93
2026-04-09T03:10:00,19.144,0.943,255.921,96.763
2026-04-09T03:15:00,30.367,0.981,990.036,201.797
2026-04-09T03:20:00,23.801,1.003,565.584,163.565
2026-04-09T03:25:00,24.59,0.984,303.958,168.937
2026-04-09T03:30:00,22.619,1.002,489.524,127.4
2026-04-09T03:35:00,22.768,1.004,176.362,127.371
2026-04-09T03:40:00,25.188,1.003,434.353,178.855
2026-04-09T03:45:00,29.209,0.992,436.982,249.723
2026-04-09T03:50:00,25.899,0.987,616.98,138.268
2026-04-09T04:00:00,26.486,0.753,986.515,118.717
2026-04-09T04:05:00,34.52,0.979,687.623,289.294
2026-04-09T04:10:00,36.543,1.002,473.871,334.411
2026-04-09T04:15:00,33.478,1.004,378.718,266.631
2026-04-09T04:20:00,31.171,1.003,332.832,218.754
2026-04-09T04:25:00,36.507,0.98,948.811,332.018
2026-04-09T04:30:00,33.231,1.002,1155.171,277.86
2026-04-09T04:35:00,37.255,1.005,501.21,298.355
2026-04-09T04:40:00,37.387,0.971,666.432,264.631
2026-04-09T04:45:00,26.844,0.988,351.829,118.977
2026-04-09T04:50:00,25.812,0.956,1898.872,173.289
2026-04-09T04:55:00,26.044,0.957,991.242,108.248
2026-04-09T05:00:00,18.499,0.988,146.213,36.401
2026-04-09T05:05:00,36.814,0.961,958.193,377.329
2026-04-09T05:10:00,23.785,0.972,1437.956,104.076
2026-04-09T05:15:00,24.096,0.969,828.706,95.81
2026-04-09T05:20:00,26.485,0.932,704.734,123.54
2026-04-09T05:25:00,25.609,0.966,351.753,183.465
2026-04-09T05:30:00,24.84,1.003,384.981,166.44
2026-04-09T05:35:00,26.252,0.983,325.545,147.041
2026-04-09T05:40:00,28.341,1.002,300.84,224.236
2026-04-09T05:45:00,26.959,1.003,326.28,153.65
2026-04-09T05:50:00,25.759,0.981,698.147,147.307
2026-04-09T05:55:00,29.916,1.003,651.996,240.75
2026-04-09T06:00:00,31.08,0.95,613.684,249.611
2026-04-09T06:05:00,32.464,1.003,682.069,215.882
2026-04-09T06:10:00,24.338,1.003,636.655,147.489
2026-04-09T06:15:00,24.89,1.002,1199.01,126.191
2026-04-09T06:20:00,34.353,0.971,1081.62,342.813
2026-04-09T06:25:00,33.408,1.003,678.545,261.575
2026-04-09T06:30:00,35.969,0.93,2000.579,189.778
2026-04-09T06:35:00,28.782,0.946,692.996,167.695
2026-04-09T06:40:00,26.547,0.96,720.597,117.978
2026-04-09T06:45:00,20.817,0.981,579.955,51.481
2026-04-09T06:50:00,26.391,0.967,288.956,139.702
2026-04-09T06:55:00,31.19,0.975,1269.963,242.127
2026-04-09T07:00:00,25.485,1.003,917.19,148.223
2026-04-09T07:05:00,30.41,1.004,820.346,193.906
2026-04-09T07:10:00,25.683,0.938,692.898,153.967
2026-04-09T07:15:00,31.692,0.99,700.379,215.921
2026-04-09T07:20:00,28.658,1.002,522.577,223.043
2026-04-09T07:25:00,28.517,1.004,338.047,176.534
2026-04-09T07:30:00,30.863,1.002,550.081,233.812
2026-04-09T07:35:00,36.706,1.004,1080.21,265.474
2026-04-09T07:40:00,38.852,0.996,550.913,309.677
2026-04-09T07:45:00,32.837,0.968,774.945,190.173
2026-04-09T07:50:00,42.085,0.96,1096.523,532.596
2026-04-09T07:55:00,56.056,0.986,1296.494,821.491
2026-04-09T08:00:00,56.853,1.004,1228.425,851.6
2026-04-09T08:05:00,48.46,0.979,2282.024,702.838
2026-04-09T08:10:00,51.601,0.99,2383.674,515.898
2026-04-09T08:15:00,53.568,0.964,1312.161,806.931
2026-04-09T08:20:00,35.798,1.005,2363.738,212.988
2026-04-09T08:25:00,26.275,0.972,1021.767,181.851
2026-04-09T08:30:00,32.382,1.005,580.549,198.45
2026-04-09T08:35:00,38.7,0.967,712.589,341.128
2026-04-09T08:40:00,33.934,0.977,1163.563,296.666
2026-04-09T08:45:00,44.478,0.98,598.65,477.935
2026-04-09T08:50:00,31.041,1.004,738.504,230.287
2026-04-09T08:55:00,35.088,0.979,1738.671,321.57
2026-04-09T09:00:00,31.222,0.838,1085.798,268.088
2026-04-09T09:05:00,32.231,0.826,1039.954,241.731
