timestamp,rmssd,coverage,low_frequency,high_frequency
2026-04-10T02:35:00,23.415,0.881,512.625,125.882
2026-04-10T02:40:00,29.517,0.762,544.78,167.202
2026-04-10T02:45:00,30.497,0.84,458.891,178.363
2026-04-10T02:50:00,36.718,0.947,1626.59,273.246
2026-04-10T02:55:00,36.776,0.933,985.836,281.472
2026-04-10T03:00:00,37.988,0.991,495.289,367.282
2026-04-10T03:05:00,40.431,0.947,1005.788,360.791
2026-04-10T03:10:00,40.941,1.002,890.848,445.885
2026-04-10T03:15:00,36.94,1.004,796.923,357.361
2026-04-10T03:20:00,38.707,1.005,1170.703,361.456
2026-04-10T03:25:00,33.477,1.001,521.039,327.268
2026-04-10T03:30:00,34.416,1.003,667.725,269.691
2026-04-10T03:35:00,30.044,1.003,628.484,238.906
2026-04-10T03:40:00,33.515,1.003,957.701,332.057
2026-04-10T03:45:00,33.49,0.897,2437.582,196.333
2026-04-10T03:50:00,22.613,1.002,151.989,112.131
2026-04-10T03:55:00,25.732,0.966,789.629,142.525
2026-04-10T04:00:00,20.297,1.005,220.626,92.092
2026-04-10T04:05:00,19.34,1.001,368.571,128.984
2026-04-10T04:10:00,23.795,0.979,735.082,173.096
2026-04-10T04:15:00,23.023,1.004,477.775,178.701
2026-04-10T04:20:00,25.143,1.003,416.71,198.565
2026-04-10T04:25:00,26.211,0.956,446.044,201.358
2026-04-10T04:30:00,22.344,0.983,1094.333,117.171
2026-04-10T04:35:00,28.678,1.002,413.068,225.925
2026-04-10T04:40:00,27.45,1.002,791.754,222.68
2026-04-10T04:45:00,25.742,1.003,1021.589,156.634
2026-04-10T04:50:00,43.752,0.897,2476.812,304.137
2026-04-10T04:55:00,35.438,1.003,505.466,348.007
2026-04-10T05:00:00,32.769,0.994,455.351,267.419
2026-04-10T05:05:00,32.656,1.001,1633.739,271.677
2026-04-10T05:10:00,33.933,0.985,774.703,318.233
2026-04-10T05:15:00,24.741,0.986,1981.214,125.621
2026-04-10T05:20:00,17.252,0.957,1206.355,74.681
2026-04-10T05:25:00,11.539,1.003,288.883,24.813
2026-04-10T05:30:00,25.412,0.933,743.104,97.433
2026-04-10T05:35:00,39.045,0.99,787.595,298.138
2026-04-10T05:40:00,31.445,0.932,1003.427,160.26
2026-04-10T05:45:00,35.369,0.963,914.467,293.13
2026-04-10T05:50:00,35.939,0.991,1361.936,332.411
2026-04-10T05:55:00,27.203,1.004,769.559,169.897
2026-04-10T06:00:00,33.886,0.975,912.647,263.485
2026-04-10T06:05:00,38.036,0.979,957.824,316.012
2026-04-10T06:10:00,26.528,1.003,420.442,155.154
2026-04-10T06:15:00,25.237,1.002,455.894,129.33
2026-04-10T06:20:00,31.253,0.985,741.201,260.173
2026-04-10T06:25:00,33.058,0.992,721.153,217.989
2026-04-10T06:30:00,36.947,0.984,989.983,428.535
2026-04-10T06:35:00,31.707,0.979,1950.001,209.846
2026-04-10T06:40:00,37.592,0.96,1378.206,361.758
2026-04-10T06:45:00,33.709,1.004,893.862,265.809
2026-04-10T06:50:00,31.471,1.003,668.38,251.198
2026-04-10T06:55:00,27.859,1.003,467.243,219.315
2026-04-10T07:00:00,36.357,1.003,580.282,331.762
2026-04-10T07:05:00,30.709,1.002,1065.948,254.746
2026-04-10T07:10:00,39.261,0.94,1462.431,425.901
2026-04-10T07:15:00,32.294,0.932,1013.368,163.989
2026-04-10T07:20:00,36.68,0.911,1342.901,428.614
2026-04-10T07:25:00,39.101,0.928,1288.856,380.59
2026-04-10T07:30:00,36.961,1.002,1007.562,356.482
2026-04-10T07:35:00,24.778,0.968,1049.108,156.55
2026-04-10T07:40:00,24.583,0.998,566.162,100.598
2026-04-10T07:45:00,37.162,0.951,1353.609,299.746
2026-04-10T07:50:00,26.208,0.989,917.016,199.543
2026-04-10T07:55:00,29.629,0.97,468.499,216.374
2026-04-10T08:00:00,27.171,0.813,684.463,142.361
2026-04-10T08:05:00,23.361,1.004,563.693,163.01
2026-04-10T08:10:00,27.502,0.751,1186.271,193.232
