timestamp,value
2026-04-12T04:05:33Z,96.8
2026-04-12T04:06:33Z,96.2
2026-04-12T04:07:33Z,96.5
2026-04-12T04:08:33Z,96.8
2026-04-12T04:09:33Z,50.0
2026-04-12T04:10:33Z,50.0
2026-04-12T04:11:33Z,96.5
2026-04-12T04:12:33Z,50.0
2026-04-12T04:13:33Z,50.0
2026-04-12T04:14:33Z,96.6
2026-04-12T04:15:33Z,50.0
2026-04-12T04:16:33Z,50.0
2026-04-12T04:17:33Z,50.0
2026-04-12T04:18:33Z,50.0
2026-04-12T04:19:33Z,96.5
2026-04-12T04:20:33Z,50.0
2026-04-12T04:21:33Z,96.4
2026-04-12T04:22:33Z,50.0
2026-04-12T04:23:33Z,50.0
2026-04-12T04:24:33Z,50.0
2026-04-12T04:25:33Z,50.0
2026-04-12T08:32:33Z,94.2
2026-04-12T08:33:33Z,94.9
2026-04-12T08:34:33Z,95.3
2026-04-12T08:35:33Z,95.6
2026-04-12T08:36:33Z,95.8
2026-04-12T08:37:33Z,95.9
2026-04-12T08:38:33Z,95.9
2026-04-12T08:39:33Z,96.0
2026-04-12T08:40:33Z,96.1
2026-04-12T08:41:33Z,96.1
2026-04-12T08:42:33Z,96.1
2026-04-12T08:43:33Z,96.1
2026-04-12T08:44:33Z,96.1
2026-04-12T08:45:33Z,96.1
2026-04-12T08:46:33Z,96.0
2026-04-12T08:47:33Z,96.0
2026-04-12T08:48:33Z,96.0
2026-04-12T08:49:33Z,95.9
2026-04-12T08:50:33Z,95.9
2026-04-12T08:51:33Z,95.9
2026-04-12T08:52:33Z,95.8
2026-04-12T08:53:33Z,95.8
2026-04-12T08:54:33Z,95.8
2026-04-12T08:55:33Z,95.9
2026-04-12T08:56:33Z,95.9
2026-04-12T08:57:33Z,95.8
2026-04-12T08:58:33Z,95.8
2026-04-12T08:59:33Z,95.9
2026-04-12T09:00:33Z,95.9
2026-04-12T09:01:33Z,95.9
2026-04-12T09:02:33Z,95.9
2026-04-12T09:03:33Z,95.9
2026-04-12T09:04:33Z,95.8
2026-04-12T09:05:33Z,50.0
2026-04-12T09:06:33Z,96.0
2026-04-12T09:07:33Z,96.1
2026-04-12T09:08:33Z,96.1
2026-04-12T09:09:33Z,96.1
2026-04-12T09:10:33Z,96.1
2026-04-12T09:11:33Z,96.0
2026-04-12T09:12:33Z,95.8
2026-04-12T09:13:33Z,95.7
2026-04-12T09:14:33Z,95.7
2026-04-12T09:15:33Z,95.8
2026-04-12T09:16:33Z,95.9
2026-04-12T09:17:33Z,95.8
2026-04-12T09:18:33Z,95.8
2026-04-12T09:19:33Z,95.8
2026-04-12T09:20:33Z,95.8
2026-04-12T09:21:33Z,50.0
2026-04-12T09:22:33Z,95.9
2026-04-12T09:23:33Z,96.1
2026-04-12T09:24:33Z,96.2
2026-04-12T09:25:33Z,96.3
2026-04-12T09:26:33Z,50.0
2026-04-12T09:27:33Z,96.3
2026-04-12T09:28:33Z,96.4
2026-04-12T09:29:33Z,96.6
2026-04-12T09:30:33Z,50.0
2026-04-12T09:31:33Z,96.8
2026-04-12T09:32:33Z,96.9
2026-04-12T09:33:33Z,96.9
2026-04-12T09:34:33Z,97.0
2026-04-12T09:35:33Z,97.0
2026-04-12T09:36:33Z,97.0
2026-04-12T09:37:33Z,97.1
2026-04-12T09:38:33Z,97.1
2026-04-12T09:39:33Z,97.0
2026-04-12T09:40:33Z,97.0
2026-04-12T09:41:33Z,97.0
2026-04-12T09:42:33Z,97.0
2026-04-12T09:43:33Z,97.0
2026-04-12T09:44:33Z,97.0
2026-04-12T09:45:33Z,97.0
2026-04-12T09:46:33Z,97.0
2026-04-12T09:47:33Z,97.0
2026-04-12T09:48:33Z,97.0
2026-04-12T09:49:33Z,97.0
2026-04-12T09:50:33Z,97.0
2026-04-12T09:51:33Z,97.0
2026-04-12T09:52:33Z,97.0
2026-04-12T09:53:33Z,97.0
2026-04-12T09:54:33Z,97.1
2026-04-12T09:55:33Z,97.1
2026-04-12T09:56:33Z,97.1
2026-04-12T09:57:33Z,97.1
2026-04-12T09:58:33Z,97.1
2026-04-12T09:59:33Z,97.1
2026-04-12T10:00:33Z,97.1
2026-04-12T10:01:33Z,97.2
2026-04-12T10:02:33Z,97.1
2026-04-12T10:03:33Z,97.2
2026-04-12T10:04:33Z,97.1
2026-04-12T10:05:33Z,97.1
2026-04-12T10:06:33Z,97.1
2026-04-12T10:07:33Z,97.1
2026-04-12T10:08:33Z,97.1
2026-04-12T10:09:33Z,97.1
2026-04-12T10:10:33Z,97.1
2026-04-12T10:11:33Z,97.2
2026-04-12T10:12:33Z,97.2
2026-04-12T10:13:33Z,97.2
2026-04-12T10:14:33Z,97.2
2026-04-12T10:15:33Z,97.2
2026-04-12T10:16:33Z,97.2
2026-04-12T10:17:33Z,97.2
2026-04-12T10:18:33Z,50.0
2026-04-12T10:19:33Z,97.0
2026-04-12T10:20:33Z,96.7
2026-04-12T10:21:33Z,96.7
2026-04-12T10:22:33Z,96.7
2026-04-12T10:23:33Z,96.6
2026-04-12T10:24:33Z,96.6
2026-04-12T10:25:33Z,96.5
2026-04-12T10:26:33Z,96.4
2026-04-12T10:27:33Z,96.2
2026-04-12T10:28:33Z,96.1
2026-04-12T10:29:33Z,95.9
2026-04-12T10:30:33Z,95.8
2026-04-12T10:31:33Z,95.7
2026-04-12T10:32:33Z,95.7
2026-04-12T10:33:33Z,95.7
2026-04-12T10:34:33Z,95.8
2026-04-12T10:35:33Z,95.6
2026-04-12T10:36:33Z,95.5
2026-04-12T10:37:33Z,95.5
2026-04-12T10:38:33Z,95.6
2026-04-12T10:39:33Z,50.0
2026-04-12T10:40:33Z,95.7
2026-04-12T10:41:33Z,95.9
2026-04-12T10:42:33Z,95.9
