timestamp,value
2026-04-07T00:00:34Z,91.0
2026-04-07T00:01:34Z,92.3
2026-04-07T00:02:34Z,92.8
2026-04-07T00:03:34Z,93.3
2026-04-07T00:04:34Z,93.8
2026-04-07T00:05:34Z,93.8
2026-04-07T00:06:34Z,94.0
2026-04-07T00:07:34Z,94.0
2026-04-07T00:08:34Z,94.0
2026-04-07T00:09:34Z,93.9
2026-04-07T00:10:34Z,94.5
2026-04-07T00:11:34Z,94.3
2026-04-07T00:12:34Z,94.1
2026-04-07T00:13:34Z,94.4
2026-04-07T00:14:34Z,94.6
2026-04-07T00:15:34Z,94.6
2026-04-07T00:16:34Z,94.7
2026-04-07T00:17:34Z,94.5
2026-04-07T00:18:34Z,94.4
2026-04-07T00:19:34Z,94.4
2026-04-07T00:20:34Z,94.4
2026-04-07T00:21:34Z,94.5
2026-04-07T00:22:34Z,94.0
2026-04-07T00:23:34Z,50.0
2026-04-07T00:24:34Z,50.0
2026-04-07T00:25:34Z,50.0
2026-04-07T00:26:34Z,94.1
2026-04-07T00:27:34Z,50.0
2026-04-07T00:28:34Z,50.0
2026-04-07T00:29:34Z,50.0
2026-04-07T00:30:34Z,50.0
2026-04-07T00:31:34Z,50.0
2026-04-07T00:32:34Z,50.0
2026-04-07T00:33:34Z,50.0
2026-04-07T00:34:34Z,94.4
2026-04-07T00:35:34Z,50.0
2026-04-07T00:36:34Z,50.0
2026-04-07T00:37:34Z,50.0
2026-04-07T00:38:34Z,50.0
2026-04-07T00:39:34Z,50.0
2026-04-07T00:40:34Z,50.0
2026-04-07T00:41:34Z,50.0
2026-04-07T00:42:34Z,50.0
2026-04-07T05:22:03Z,50.0
2026-04-07T05:23:03Z,50.0
2026-04-07T05:24:03Z,50.0
2026-04-07T05:25:03Z,93.3
2026-04-07T05:26:03Z,50.0
2026-04-07T05:27:03Z,94.4
2026-04-07T23:27:33Z,98.2
2026-04-07T23:28:33Z,50.0
2026-04-07T23:29:33Z,97.7
2026-04-07T23:30:33Z,97.3
2026-04-07T23:31:33Z,50.0
2026-04-07T23:32:33Z,97.5
2026-04-07T23:33:33Z,50.0
2026-04-07T23:34:33Z,97.5
2026-04-07T23:35:33Z,50.0
2026-04-07T23:36:33Z,96.6
2026-04-07T23:37:33Z,89.1
2026-04-07T23:38:33Z,50.0
2026-04-07T23:39:33Z,50.0
2026-04-07T23:40:33Z,90.1
2026-04-07T23:41:33Z,50.0
2026-04-07T23:42:33Z,50.0
2026-04-07T23:43:33Z,50.0
2026-04-07T23:44:33Z,91.7
2026-04-07T23:45:33Z,92.9
2026-04-07T23:46:33Z,50.0
2026-04-07T23:47:33Z,93.6
2026-04-07T23:48:33Z,50.0
2026-04-07T23:49:33Z,92.9
2026-04-07T23:50:33Z,93.9
2026-04-07T23:51:33Z,93.7
2026-04-07T23:52:33Z,50.0
2026-04-07T23:53:33Z,50.0
2026-04-07T23:54:33Z,50.0
