id,template_id,title,body,destination,creation_time,event_type
8030059620192801792,premium-sleep-l2-trial,"With your sleep details, profile, guided meditations, and more, get better rest than ever with Fitbit Premium.",,DESTINATION_SLEEP_L2_PROMO,2026-04-06T02:35:21.310215Z,MESSAGE_EVENT_TYPE_DISMISSED
